# λ (nm)	photon flux (γ/s/cm^2/nm)
504.5	9.478656965472625e14
505.5	9.52319506842895e14
506.5	9.560698973824691e14
507.5	9.58078544201401e14
508.5	9.585635712353632e14
509.5	9.576701878374325e14
510.5	9.547712253157381e14
511.5	9.483005173129172e14
512.5	9.391545773728405e14
513.5	9.302360264366062e14
514.5	9.221772584180669e14
515.5	9.151212641438175e14
516.5	9.094717846663386e14
517.5	9.06282189812316e14
518.5	9.099253863700089e14
519.5	9.161287215400956e14
520.5	9.227607817002535e14
521.5	9.293920009849314e14
522.5	9.365025491450909e14
523.5	9.443338232722538e14
524.5	9.514262164839751e14
525.5	9.564900189343868e14
526.5	9.600175365533375e14
527.5	9.63685772026434e14
528.5	9.695500705598611e14
529.5	9.747735505862405e14
530.5	9.79022556874511e14
531.5	9.821460861447329e14
532.5	9.843192399495784e14
533.5	9.859860124636832e14
534.5	9.868658013051062e14
535.5	9.867780254887071e14
536.5	9.855127158049381e14
537.5	9.841659733202858e14
538.5	9.831180901151582e14
539.5	9.826907899738616e14
540.5	9.828388787958826e14
541.5	9.835972062210546e14
542.5	9.84907127397772e14
543.5	9.86787169677168e14
544.5	9.890478936518568e14
545.5	9.911816628582116e14
546.5	9.929750061682018e14
547.5	9.952891648892896e14
548.5	9.972189339359626e14
549.5	9.987170157999135e14
550.5	9.993151273453168e14
551.5	9.991249493793209e14
552.5	9.984951733628464e14
553.5	9.97902512896595e14
554.5	9.97243406122085e14
555.5	9.964667295822656e14
556.5	9.95364648128578e14
557.5	9.943025812839594e14
558.5	9.934965396362446e14
559.5	9.936654637284375e14
560.5	9.944517824301621e14
561.5	9.954823730649724e14
562.5	9.962274451184308e14
563.5	9.974535577591256e14
564.5	9.990291265043205e14
565.5	1.0012696665325636e15
566.5	1.0035051242371852e15
567.5	1.0057346010046632e15
568.5	1.0077490646646131e15
569.5	1.0097022435140111e15
570.5	1.0115694418257104e15
571.5	1.0136679969516811e15
572.5	1.0158674183207252e15
573.5	1.0180117810453685e15
574.5	1.019878806393718e15
575.5	1.0213909178238876e15
576.5	1.0224883484527449e15
577.5	1.0234523913691818e15
578.5	1.0242737973241029e15
579.5	1.0244517676814209e15
580.5	1.0238714661912901e15
581.5	1.0229018324572456e15
582.5	1.0217922668440179e15
583.5	1.0204100189643249e15
584.5	1.0189848064615098e15
585.5	1.0174937881660228e15
586.5	1.0161207958342894e15
587.5	1.0148099234594386e15
588.5	1.014050362533024e15
589.5	1.0135097911555234e15
590.5	1.0139367065836922e15
591.5	1.0144245557893552e15
592.5	1.0150105743697119e15
593.5	1.0156533893412442e15
594.5	1.016333070582983e15
595.5	1.0170392753715819e15
596.5	1.017749157832429e15
597.5	1.0183225916402054e15
598.5	1.0187759965683575e15
599.5	1.0186567621744684e15
600.5	1.0183603796094584e15
601.5	1.0177094451170962e15
602.5	1.0170058247989464e15
603.5	1.0162435559557536e15
604.5	1.0150912650490055e15
605.5	1.0136745680208572e15
606.5	1.0118393120219245e15
607.5	1.0098334255210402e15
608.5	1.0078903401191108e15
609.5	1.0059530020838461e15
610.5	1.0042828814931768e15
611.5	1.0026329345400975e15
612.5	1.0009171694687236e15
613.5	9.991904107716034e14
614.5	9.976767903818536e14
615.5	9.961962523022882e14
616.5	9.957467436571976e14
617.5	9.953359037604042e14
618.5	9.956305699772721e14
619.5	9.95898947827213e14
620.5	9.958173173125501e14
621.5	9.957273860034701e14
622.5	9.955633440529986e14
623.5	9.95395153573593e14
624.5	9.95372603641058e14
625.5	9.953448687167171e14
626.5	9.954624424695702e14
627.5	9.955815922357659e14
628.5	9.952152572948805e14
629.5	9.947831885251839e14
630.5	9.94215287015645e14
631.5	9.936081627108836e14
632.5	9.931442815481386e14
633.5	9.927415282008811e14
634.5	9.923710090455001e14
635.5	9.920234440237135e14
636.5	9.914654747705755e14
637.5	9.906294883957075e14
638.5	9.897975550611685e14
639.5	9.889894591779968e14
640.5	9.881852376533284e14
641.5	9.874876011116752e14
642.5	9.867829794706101e14
643.5	9.848697732707118e14
644.5	9.827971043154759e14
645.5	9.80605442028944e14
646.5	9.783514507546249e14
647.5	9.761747096207051e14
648.5	9.740999197044511e14
649.5	9.72075432384449e14
650.5	9.70302036773864e14
651.5	9.685185872123294e14
652.5	9.668881314508045e14
653.5	9.6526427181686e14
654.5	9.641332402148971e14
655.5	9.633025906607014e14
656.5	9.629848668073089e14
657.5	9.638767735452141e14
658.5	9.647669314162761e14
659.5	9.661167775267569e14
660.5	9.674805670149826e14
661.5	9.687717349848468e14
662.5	9.700160738252389e14
663.5	9.712190300371876e14
664.5	9.722846767248642e14
665.5	9.733491251136105e14
