# λ (nm)	photon flux (γ/s/cm^2/nm)
1044.5	128416404376606.72
1045.5	128269290731624.7
1046.5	128112227997002.81
1047.5	127952832244339.39
1048.5	127792898419190.89
1049.5	127632426521557.31
1050.5	127471416551438.58
1051.5	127291976053310.03
1052.5	127105339399288.17
1053.5	126918118053260.38
1054.5	126730312015226.62
1055.5	126541921285187.08
1056.5	126348731852672.0
1057.5	126152137751433.58
1058.5	125954945662683.83
1059.5	125757155586422.58
1060.5	125558767522649.98
1061.5	125358823077906.77
1062.5	125157152709447.78
1063.5	124954880427968.16
1064.5	124752006233467.89
1065.5	124548530125946.89
1066.5	124346142183773.23
1067.5	124147297155817.53
1068.5	123947861143779.6
1069.5	123747834147659.47
1070.5	123547216167457.16
1071.5	123348399752294.3
1072.5	123168372782448.36
1073.5	122987795426647.22
1074.5	122806667684890.97
1075.5	122624989557179.58
1076.5	122442761043513.02
1077.5	122286101832633.2
1078.5	122131526381201.2
1079.5	121976453820760.06
1080.5	121820884151309.78
1081.5	121664817372850.36
1082.5	121531239690533.56
1083.5	121407544043673.98
1084.5	121283412836702.83
1085.5	121158846069620.03
1086.5	121033843742425.69
1087.5	120920069916667.19
1088.5	120819587166826.45
1089.5	120718715489803.81
1090.5	120617454885599.27
1091.5	120515805354212.89
1092.5	120417025032704.0
1093.5	120330129768924.7
1094.5	120242873980596.77
1095.5	120155257667720.12
1096.5	120067280830294.8
1097.5	119978943468320.83
1098.5	119900312978476.39
1099.5	119821870638769.9
1100.5	119743087068569.62
1101.5	119663962267875.61
1102.5	119584496236687.8
1103.5	119499972867823.44
1104.5	119412774757167.98
1105.5	119325222658490.97
1106.5	119237316571792.44
1107.5	119149056497072.36
1108.5	119056654877224.45
1109.5	118957437534124.22
1110.5	118857847733645.94
1111.5	118757885475789.7
1112.5	118657550760555.42
1113.5	118556504965788.11
1114.5	118450583227961.12
1115.5	118344280344010.1
1116.5	118237596313934.95
1117.5	118130531137735.81
1118.5	118023084815412.64
1119.5	117912394903063.1
1120.5	117800363730533.89
1121.5	117687944593494.1
1122.5	117575137491943.69
1123.5	117461942425882.7
1124.5	117345485411819.17
1125.5	117224495911486.03
1126.5	117103105979384.25
1127.5	116981315615513.84
1128.5	116859124819874.83
1129.5	116736513005665.84
1130.5	116613226970723.36
1131.5	116489539983255.94
1132.5	116365452043263.44
1133.5	116240963150745.97
1134.5	116116073305703.48
1135.5	115996295910012.95
1136.5	115878381208870.22
1137.5	115760079232621.7
