# λ (nm)	photon flux (γ/s/cm^2/nm)
1050.5	152378029867353.56
1051.5	152159259114183.8
1052.5	151932626643964.25
1053.5	151705288540820.66
1054.5	151477244804753.06
1055.5	151248495435761.53
1056.5	151017920882059.88
1057.5	150785891501763.94
1058.5	150553152956277.78
1059.5	150319705245601.38
1060.5	150085548369734.72
1061.5	149845707385938.53
1062.5	149599302211569.66
1063.5	149352167495010.22
1064.5	149104303236260.28
1065.5	148855709435319.84
1066.5	148609416732592.28
1067.5	148369826971950.1
1068.5	148129527266837.28
1069.5	147888517617253.84
1070.5	147646798023199.8
1071.5	147408144281582.56
1072.5	147199365783789.84
1073.5	146989941411384.47
1074.5	146779871164366.5
1075.5	146569155042735.97
1076.5	146357793046492.84
1077.5	146175051419485.22
1078.5	145994615390313.88
1079.5	145813593181578.72
1080.5	145631984793279.72
1081.5	145449790225416.97
1082.5	145294977660654.9
1083.5	145152207612819.8
1084.5	145008926274285.7
1085.5	144865133645052.47
1086.5	144720829725120.25
1087.5	144589890113581.53
1088.5	144474768454605.78
1089.5	144359190979590.0
1090.5	144243157688534.2
1091.5	144126668581438.47
1092.5	144012676180036.8
1093.5	143909350639927.62
1094.5	143805595022226.6
1095.5	143701409326933.75
1096.5	143596793554048.97
1097.5	143491747703572.47
1098.5	143400607018886.47
1099.5	143309817529605.12
1100.5	143218625436068.12
1101.5	143127030738275.44
1102.5	143035033436227.0
1103.5	142934260459060.4
1104.5	142828941915085.8
1105.5	142723198116885.9
1106.5	142617029064460.84
1107.5	142510434757810.47
1108.5	142398061499251.9
1109.5	142276129348093.25
1110.5	142153745836343.62
1111.5	142030910964003.1
1112.5	141907624731071.56
1113.5	141783797133230.28
1114.5	141658321167587.2
1115.5	141532391531921.62
1116.5	141406008226233.6
1117.5	141279171250523.2
1118.5	141151880604790.34
1119.5	141019032738785.72
1120.5	140884019382197.22
1121.5	140748540198849.03
1122.5	140612595188741.16
1123.5	140476184351873.62
1124.5	140335277672772.53
1125.5	140188093551477.17
1126.5	140040426121330.48
1127.5	139892275382332.45
1128.5	139743641334483.12
1129.5	139594844483791.08
1130.5	139449826812967.44
1131.5	139304333940697.98
1132.5	139158365866982.72
1133.5	139011922591821.58
1134.5	138865004115214.7
1135.5	138718884167819.53
